date,value
12/27/2001,301.17
12/28/2001,303.85
1/2/2002,305.19
1/3/2002,312.05
1/4/2002,315.73
1/7/2002,317.69
1/8/2002,318.64
1/9/2002,319.24
1/10/2002,319.3
1/11/2002,322.55
1/14/2002,325.66
1/15/2002,323.39
1/16/2002,319.57
1/17/2002,319.18
1/18/2002,317.52
1/21/2002,314.38
1/22/2002,317.27
1/23/2002,326.92
1/24/2002,333.96
1/25/2002,338.99
1/28/2002,337.49
1/29/2002,339.69
1/30/2002,340.4
1/31/2002,340.82
2/1/2002,336.65
2/4/2002,336.15
2/5/2002,343.37
2/6/2002,348.17
2/7/2002,346.77
2/8/2002,353.59
2/11/2002,356.94
2/12/2002,353.69
2/13/2002,361.99
2/14/2002,365.3
2/15/2002,373.02
2/18/2002,375.63
2/19/2002,370.19
2/20/2002,376.31
2/21/2002,361.49
2/22/2002,351.32
2/25/2002,356.65
2/27/2002,372.22
2/28/2002,371.81
3/1/2002,380.65
3/4/2002,391
3/5/2002,384.55
3/6/2002,391.71
3/7/2002,391.67
